codigo_municipio_ibge,municipio,uf,fase_ii,n_anos_presenca_federal,primeiro_ano_presenca_federal,ultimo_ano_presenca_federal,censura_esquerda_presenca_federal,tem_interrupcao_interna_presenca_federal,n_interrupcoes_internas_presenca_federal,trajetoria_monotonica_presenca_federal,n_pre_presenca_federal,n_pos_presenca_federal,n_anos_presenca_federal_ept,primeiro_ano_presenca_federal_ept,ultimo_ano_presenca_federal_ept,censura_esquerda_presenca_federal_ept,tem_interrupcao_interna_presenca_federal_ept,n_interrupcoes_internas_presenca_federal_ept,trajetoria_monotonica_presenca_federal_ept,n_pre_presenca_federal_ept,n_pos_presenca_federal_ept,n_anos_presenca_federal_ept_ativa,primeiro_ano_presenca_federal_ept_ativa,ultimo_ano_presenca_federal_ept_ativa,censura_esquerda_presenca_federal_ept_ativa,tem_interrupcao_interna_presenca_federal_ept_ativa,n_interrupcoes_internas_presenca_federal_ept_ativa,trajetoria_monotonica_presenca_federal_ept_ativa,n_pre_presenca_federal_ept_ativa,n_pos_presenca_federal_ept_ativa,primeiro_ano_persistente_presenca_federal_ept_ativa,elegivel_ept_federal_ativa_pre2_pos3,elegivel_ept_federal_ativa_pre3_pos3,coorte_ept_federal_ativa_2010_2013,coorte_ept_federal_ativa_2010_2011,trajetoria_intermitente_ept_federal_ativa
4219309,Videira,SC,True,10,2010,2019,False,False,0,True,3,9,10,2010,2019,False,False,0,True,3,9,10,2010,2019,False,False,0,True,3,9,2010,True,True,True,True,False
2802106,Estância,SE,True,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,2011,True,True,True,True,False
2802908,Itabaiana,SE,True,8,2012,2019,False,False,0,True,5,7,8,2012,2019,False,False,0,True,5,7,8,2012,2019,False,False,0,True,5,7,2012,True,True,True,False,False
2804508,Nossa Senhora da Glória,SE,True,9,2011,2019,False,False,0,True,4,8,8,2011,2019,False,True,1,False,4,8,8,2011,2019,False,True,1,False,4,8,2018,True,True,True,True,True
3503208,Araraquara,SP,True,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,2011,True,True,True,True,False
3504503,Avaré,SP,True,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,2011,True,True,True,True,False
3505500,Barretos,SP,True,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,2011,True,True,True,True,False
3506508,Birigui,SP,True,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,2011,True,True,True,True,False
3509502,Campinas,SP,True,13,2007,2019,True,False,0,True,0,12,4,2016,2019,False,False,0,True,9,3,4,2016,2019,False,False,0,True,9,3,2016,True,True,False,False,False
3511102,Catanduva,SP,True,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,2011,True,True,True,True,False
3522307,Itapetininga,SP,True,8,2012,2019,False,False,0,True,5,7,8,2012,2019,False,False,0,True,5,7,8,2012,2019,False,False,0,True,5,7,2012,True,True,True,False,False
3538709,Piracicaba,SP,True,9,2011,2019,False,False,0,True,4,8,8,2011,2019,False,True,1,False,4,8,8,2011,2019,False,True,1,False,4,8,2018,True,True,True,True,True
3541307,Presidente Epitácio,SP,True,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,2011,True,True,True,True,False
3542602,Registro,SP,True,7,2013,2019,False,False,0,True,6,6,7,2013,2019,False,False,0,True,6,6,7,2013,2019,False,False,0,True,6,6,2013,True,True,True,False,False
3552502,Suzano,SP,True,8,2012,2019,False,False,0,True,5,7,8,2012,2019,False,False,0,True,5,7,8,2012,2019,False,False,0,True,5,7,2012,True,True,True,False,False
3557105,Votuporanga,SP,True,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,2011,True,True,True,True,False
1702109,Araguaína,TO,True,10,2010,2019,False,False,0,True,3,9,10,2010,2019,False,False,0,True,3,9,10,2010,2019,False,False,0,True,3,9,2010,True,True,True,True,False
1709500,Gurupi,TO,True,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,2011,True,True,True,True,False
1718204,Porto Nacional,TO,True,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,9,2011,2019,False,False,0,True,4,8,2011,True,True,True,True,False
