codigo_municipio_ibge,municipio,uf,tipo_candidato,co_entidade,nomes_historicos_censo,primeiro_ano_registro_censo,ultimo_ano_registro_censo,primeiro_ano_ativa_censo,ultimo_ano_ativa_censo,primeiro_ano_ept_ativa_censo,ultimo_ano_ept_ativa_censo,sigla_unidade_sistec,nome_unidade_sistec,dt_autorizacao_sistec,uf_unidade_sistec,municipio_unidade_sistec,correspondencia_municipio
2103000,Caxias,MA,CENSO_ESCOLAR,21199310,INSTITUTO FEDERAL DO MARANHAO - CAMPUS CAXIAS; IFMA - CAMPUS CAXIAS,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
2103000,Caxias,MA,MEC_SISTEC,,,,,,,,,IFMA,Instituto Federal do Maranhão - Campus Caxias,30/05/2011 17:43:47,MA,Caxias,exata
2108603,Pinheiro,MA,CENSO_ESCOLAR,21199302,INSTITUTO FEDERAL DO MARANHAO - CAMPUS PINHEIRO; IFMA - CAMPUS PINHEIRO,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
2108603,Pinheiro,MA,MEC_SISTEC,,,,,,,,,IFMA,Instituto Federal do Maranhão - Campus Pinheiro,13/05/2011 18:25:00,MA,Pinheiro,exata
2111102,São João dos Patos,MA,CENSO_ESCOLAR,21248559,INSTITUTO FEDERAL DO MARANHAO - CAMPUS SAO JOAO DOS PATOS; IFMA - CAMPUS SAO JOAO DOS PATOS,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
2111102,São João dos Patos,MA,MEC_SISTEC,,,,,,,,,IFMA,Instituto Federal do Maranhão - Campus São João dos Patos,22/03/2011 14:36:22,MA,São João dos Patos,exata
2112209,Timon,MA,CENSO_ESCOLAR,21198900,INSTITUTO FEDERAL DO MARANHAO - CAMPUS TIMON; INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MARANHAO - CAMPUS TIMON; IFMA - CAMPUS TIMON,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
2112209,Timon,MA,MEC_SISTEC,,,,,,,,,IFMA,Instituto Federal do Maranhão - Campus Timon,30/05/2011 17:24:19,MA,Timon,exata
3101706,Almenara,MG,CENSO_ESCOLAR,31349658,INSTITUTO FEDERAL DE EDUCACAO DO NORTE DE MINAS - CAMPUS ALMENARA; IFNMG - CAMPUS ALMENARA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
3101706,Almenara,MG,MEC_SISTEC,,,,,,,,,IFNMG,Instituto Federal do Norte de Minas Gerais - Campus Almenara,28/09/2010 11:24:35,MG,Almenara,exata
3103405,Araçuaí,MG,CENSO_ESCOLAR,31347272,INSTITUTO FEDERAL DO NORTE DE MINAS- CAMPUS ARACUAI; INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS-CAMPUS ARACUAI; IFNMG - CAMPUS ARACUAI,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
3103405,Araçuaí,MG,MEC_SISTEC,,,,,,,,,null,INSTITUTO FEDERAL DO NORTE DE MINAS CAMPUS ARAÇUAÍ,16/04/2010 10:10:18,MG,Araçuaí,exata
3103405,Araçuaí,MG,MEC_SISTEC,,,,,,,,,IFNMG,Instituto Federal do Norte de Minas Gerais - Campus Araçuaí,15/04/2010 15:36:50,MG,Araçuaí,exata
3104502,Arinos,MG,CENSO_ESCOLAR,31345440,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS - CAMPUS ARINOS; IFNMG - CAMPUS ARINOS,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
3104502,Arinos,MG,MEC_SISTEC,,,,,,,,,IFNMG,Instituto Federal do Norte de Minas Gerais - Campus Arinos,11/11/2009 14:35:53,MG,Arinos,exata
3118601,Contagem,MG,CENSO_ESCOLAR,31349275,EE DE ENSINO MEDIO,2011.0,2011.0,2011,2011,,,,,,,,codigo_ibge
3118601,Contagem,MG,CENSO_ESCOLAR,31005144,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS CAMPUS CONTAGEM; CAMPUS 11 - CONTAGEM; CEFET-MG - UNED CONTAGEM,2013.0,2019.0,2013,2019,2013,2019,,,,,,codigo_ibge
3118601,Contagem,MG,CENSO_ESCOLAR,31353230,CEFET MG- CAMPUS CONTAGEM,2017.0,2018.0,,,,,,,,,,codigo_ibge
3118601,Contagem,MG,MEC_SISTEC,,,,,,,,,null,CEFET - MG UNED contagem,21/03/2012 16:58:14,MG,Contagem,exata
3118601,Contagem,MG,MEC_SISTEC,,,,,,,,,null,CEFET - MG UNED contagem,21/03/2012 16:58:30,MG,Contagem,exata
3118601,Contagem,MG,MEC_SISTEC,,,,,,,,,null,CEFET- MINAS Campus Contagem,21/03/2012 16:15:01,MG,Contagem,exata
3118601,Contagem,MG,MEC_SISTEC,,,,,,,,,CEFET-MG,Centro Federal de Educação Tecnológica de Minas Gerais - Uned Contagem,21/03/2012 16:58:47,MG,Contagem,exata
3118601,Contagem,MG,MEC_SISTEC,,,,,,,,,null,EFAI-ESCOLA DE AVIAÇÃO CIVIL,29/09/2017 10:45:32,MG,Contagem,exata
3120904,Curvelo,MG,CENSO_ESCOLAR,31347787,CEFET DE CURVELO; CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS UNIDADE CURVELO; CEFET-MG - UNED CURVELO,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
3120904,Curvelo,MG,MEC_SISTEC,,,,,,,,,CEFET-MG,Centro Federal de Educação Tecnológica de Minas Gerais - Uned Curvelo,18/03/2010 12:57:45,MG,Curvelo,exata
3126109,Formiga,MG,CENSO_ESCOLAR,31344664,INST FED DE EDUC CIENCIA E TECNOLOGIA MG - CAMPUS FORMIGA; IFMG - CAMPUS FORMIGA,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
3126109,Formiga,MG,MEC_SISTEC,,,,,,,,,IFMG,Instituto Federal de Minas Gerais - Campus Formiga,17/04/2009 14:19:11,MG,Formiga,exata
3127701,Governador Valadares,MG,CENSO_ESCOLAR,31347701,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE MINAS GERAIS - CAMPUS GOVERNADOR VALADARES; IFMG - CAMPUS GOVERNADOR VALADARES,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
3127701,Governador Valadares,MG,MEC_SISTEC,,,,,,,,,IFMG,Instituto Federal de Minas Gerais - Campus Governador Valadares,05/11/2009 11:02:46,MG,Governador Valadares,exata
3134202,Ituiutaba,MG,CENSO_ESCOLAR,31345407,INSTITUTO FEDERAL DO TRIANGULO MINEIRO - CAMPUS ITUIUTABA; IFTM - CAMPUS ITUIUTABA,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
3134202,Ituiutaba,MG,MEC_SISTEC,,,,,,,,,IFTM,Instituto Federal do Triângulo Mineiro - Campus Ituiutaba,04/05/2009 14:23:08,MG,Ituiutaba,exata
3143302,Montes Claros,MG,CENSO_ESCOLAR,31079332,COL AGRIC ANTONIO V ATHAYDE; COLEGIO AGRICOLA ANTONIO V ATHAYDE,2007.0,2019.0,2007,2008,2007,2008,,,,,,codigo_ibge
3143302,Montes Claros,MG,CENSO_ESCOLAR,31349607,INSTITUTO FEDERAL DO NORTE DE MINAS - CAMPUS MONTES CLAROS; INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS - CAMPUS MONTES CLAROS; IFNMG - CAMPUS MONTES CLAROS,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
3143302,Montes Claros,MG,CENSO_ESCOLAR,31031552,IFNMG - CENTRO DE REFERENCIA EM EDUCACAO A DISTANCIA,2016.0,2019.0,2016,2019,2016,2019,,,,,,codigo_ibge
3143302,Montes Claros,MG,MEC_SISTEC,,,,,,,,,IFNMG,Instituto Federal do Norte de Minas Gerais - Campus Montes Claros,28/09/2010 11:28:58,MG,Montes Claros,exata
3143302,Montes Claros,MG,MEC_SISTEC,,,,,,,,,null,INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS CENTRO DE REFERÊNCIA BURITIS,02/07/2015 15:31:09,MG,Montes Claros,exata
3143302,Montes Claros,MG,MEC_SISTEC,,,,,,,,,IFNMG,INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS - CENTRO DE REFERÊNCIA EM EDUCAÇÃO A DISTÂNCIA,01/10/2014 17:27:29,MG,Montes Claros,exata
3143906,Muriaé,MG,CENSO_ESCOLAR,31347914,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS; INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS- CAMPUS MURIAE; IF SUDESTE MG - CAMPUS MURIAE,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
3143906,Muriaé,MG,MEC_SISTEC,,,,,,,,,IF SUDESTE MG,Instituto Federal do Sudeste de Minas Gerais - Campus Muriaé,02/03/2010 09:21:40,MG,Muriaé,exata
3147006,Paracatu,MG,CENSO_ESCOLAR,31345415,INSTITUTO FEDERAL DO TRIANGULO MINEIRO - CAMPUS PARACATU; IFTM - CAMPUS PARACATU,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
3147006,Paracatu,MG,MEC_SISTEC,,,,,,,,,IFTM,Instituto Federal do Triângulo Mineiro - Campus Paracatu,04/05/2009 14:18:39,MG,Paracatu,exata
3151206,Pirapora,MG,CENSO_ESCOLAR,31349410,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO NORTE DE MINAS- CAMPUS PIRAPORA; IFNMG - CAMPUS PIRAPORA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
3151206,Pirapora,MG,MEC_SISTEC,,,,,,,,,IFNMG,Instituto Federal do Norte de Minas Gerais - Campus Pirapora,28/09/2010 11:38:14,MG,Pirapora,exata
5001102,Aquidauana,MS,CENSO_ESCOLAR,50082817,INSTITUTO FEDERAL DE MATO GROSSO DO SUL - CAMPUS AQUIDAUANA; IFMS - CAMPUS AQUIDAUANA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
5001102,Aquidauana,MS,MEC_SISTEC,,,,,,,,,IFMS,Instituto Federal do Mato Grosso do Sul - Campus Aquidauana,08/07/2010 12:11:12,MS,Aquidauana,exata
5003207,Corumbá,MS,CENSO_ESCOLAR,50082833,INSTITUTO FEDERAL DE MATO GROSSO DO SUL - CAMPUS CORUMBA; IFMS - CAMPUS CORUMBA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
5003207,Corumbá,MS,MEC_SISTEC,,,,,,,,,IFMS,Instituto Federal do Mato Grosso do Sul - Campus Corumbá,17/09/2010 10:03:33,MS,Corumbá,exata
5003306,Coxim,MS,CENSO_ESCOLAR,50082841,INSTITUTO FEDERAL DE MATO GROSSO DO SUL - CAMPUS COXIM; IFMS - CAMPUS COXIM,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
5003306,Coxim,MS,MEC_SISTEC,,,,,,,,,IFMS,Instituto Federal do Mato Grosso do Sul - Campus Coxim,08/07/2010 12:11:58,MS,Coxim,exata
5006606,Ponta Porã,MS,CENSO_ESCOLAR,50082850,INSTITUTO FEDERAL DE MATO GROSSO DO SUL - CAMPUS PONTA PORA; IFMS - CAMPUS PONTA PORA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
5006606,Ponta Porã,MS,MEC_SISTEC,,,,,,,,,IFMS,Instituto Federal do Mato Grosso do Sul - Campus Ponta Porã,08/07/2010 12:14:40,MS,Ponta Porã,exata
5008305,Três Lagoas,MS,CENSO_ESCOLAR,50082868,INSTITUTO FEDERAL DE MATO GROSSO DO SUL - CAMPUS TRES LAGOAS; IFMS - CAMPUS TRES LAGOAS,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
5008305,Três Lagoas,MS,MEC_SISTEC,,,,,,,,,IFMS,Instituto Federal do Mato Grosso do Sul - Campus Três Lagoas,08/07/2010 12:10:44,MS,Três Lagoas,exata
5101803,Barra do Garças,MT,CENSO_ESCOLAR,51064758,IFMT - CAMPUS BARRA DO GARCAS,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
5101803,Barra do Garças,MT,MEC_SISTEC,,,,,,,,,IFMT,Instituto Federal de Mato Grosso - Campus Barra do Garças,11/05/2011 09:23:11,MT,Barra do Garças,exata
5102637,Campo Novo do Parecis,MT,CENSO_ESCOLAR,51174804,IFMT CAMPUS PARECIS; IFMT - CAMPUS CAMPO NOVO DO PARECIS,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
5102637,Campo Novo do Parecis,MT,MEC_SISTEC,,,,,,,,,IFMT,Instituto Federal de Mato Grosso - Campus Campo Novo do Parecis,13/05/2009 10:26:51,MT,Campo Novo do Parecis,exata
5103353,Confresa,MT,CENSO_ESCOLAR,51198819,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE MT - CAMPUS CONFRESA; IFMT - CAMPUS CONFRESA,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
5103353,Confresa,MT,MEC_SISTEC,,,,,,,,,IFMT,Instituto Federal de Mato Grosso - Campus Confresa,10/03/2010 11:43:31,MT,Confresa,exata
5105150,Juína,MT,CENSO_ESCOLAR,51192802,IFMT - CAMPUS JUINA,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
5105150,Juína,MT,MEC_SISTEC,,,,,,,,,IFMT,Instituto Federal de Mato Grosso - Campus Juína,10/03/2010 11:52:34,MT,Juína,exata
5106752,Pontes e Lacerda,MT,CENSO_ESCOLAR,51174820,INSTITUTO FEDERAL DE EDUCACAO E TECNOLOGIA DE MT - CAMPUS P E LACERDA; CAMPUS - PONTES LACERDA; IFMT - CAMPUS PONTES E LACERDA,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
5106752,Pontes e Lacerda,MT,MEC_SISTEC,,,,,,,,,IFMT,Instituto Federal de Mato Grosso - Campus Pontes e Lacerda,13/05/2009 10:31:26,MT,Pontes e Lacerda,exata
5107602,Rondonópolis,MT,CENSO_ESCOLAR,51064740,IFMT - CAMPUS RONDONOPOLIS,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
5107602,Rondonópolis,MT,MEC_SISTEC,,,,,,,,,IFMT,Instituto Federal de Mato Grosso - Campus Rondonópolis,06/04/2011 15:23:55,MT,Rondonópolis,exata
1500107,Abaetetuba,PA,CENSO_ESCOLAR,15587908,CENTRO FEDERAL DE EDUCAÇÃO TECNOLOGICA DO PARA - UNED ABAETETUBA; INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARA - CAMPUS ABAETETUBA; IFPA - CAMPUS ABAETETUBA,2008.0,2019.0,2008,2019,2008,2019,,,,,,codigo_ibge
1500107,Abaetetuba,PA,MEC_SISTEC,,,,,,,,,IFPA,Instituto Federal dO PARÁ - Campus Abaetetuba,15/05/2009 10:21:43,PA,Abaetetuba,exata
1501709,Bragança,PA,CENSO_ESCOLAR,15118100,UNIDADE DE ENSINO DESCENTRALIZADO BRAGANCA; INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARA - CAMPUS BRAGANCA; IFPA - CAMPUS BRAGANCA,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
1501709,Bragança,PA,MEC_SISTEC,,,,,,,,,IFPA,Instituto Federal do Pará - Campus Bragança,15/05/2009 10:29:26,PA,Bragança,exata
1502707,Conceição do Araguaia,PA,CENSO_ESCOLAR,15121020,IFPA-CAMPUS DE CONCEICAO DO ARAGUAIA; INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARA - CAMPUS CONCEICAO DO ARAGUAIA; IFPA - CAMPUS CONCEICAO DO ARAGUAIA,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
1502707,Conceição do Araguaia,PA,MEC_SISTEC,,,,,,,,,IFPA,Instituto Federal do Pará - Campus Conceição do Araguaia,15/05/2009 10:07:04,PA,Conceição do Araguaia,exata
1503606,Itaituba,PA,CENSO_ESCOLAR,15157440,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARA - CAMPUS ITAITUBA; IFPA - CAMPUS ITAITUBA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
1503606,Itaituba,PA,MEC_SISTEC,,,,,,,,,IFPA,Instituto Federal do Pará - Campus Itaituba,29/01/2010 12:45:43,PA,Itaituba,exata
1506807,Santarém,PA,CENSO_ESCOLAR,15138984,I F E CIENCIA E TECNOLOGIA DO PARA - CAMPUS SANTAREM; INSTITUOT FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARA - CAMPUS SANTAREM; IFPA - CAMPUS SANTAREM,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
1506807,Santarém,PA,MEC_SISTEC,,,,,,,,,null,INSTITUTO FEDERAL DE EDUCAÇÃO- CIÊNCIA E TECNOLOGIA DO PARA. ,18/07/2011 09:50:08,PA,Santarém,exata
1506807,Santarém,PA,MEC_SISTEC,,,,,,,,,IFPA,Instituto Federal do Pará - Campus Santarém,29/01/2010 12:39:00,PA,Santarém,exata
2503209,Cabedelo,PB,CENSO_ESCOLAR,25282921,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA PARAIBA - IFPB CAMPUS DE CABEDELO; INSTITUTO FEDERAL DA PARAIBA - CAMPUS DE CABEDELO; IFPB - CAMPUS CABEDELO,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
2503209,Cabedelo,PB,CENSO_ESCOLAR,25128370,IFPB - CAMPUS AVANCADO CABEDELO CENTRO,2016.0,2019.0,2016,2019,2016,2019,,,,,,codigo_ibge
2503209,Cabedelo,PB,MEC_SISTEC,,,,,,,,,IFPB,INSTITUTO FEDERAL DA PARAÍBA CAMPUS AVANÇADO CABEDELO CENTRO,13/03/2014 17:24:48,PB,Cabedelo,exata
2503209,Cabedelo,PB,MEC_SISTEC,,,,,,,,,IFPB,Instituto Federal da Paraíba - Campus Cabedelo,19/05/2009 15:22:18,PB,Cabedelo,exata
2509701,Monteiro,PB,CENSO_ESCOLAR,25284940,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA PARAIBA - IFPB CAMPUS MONTEIRO; INSTITUTO FEDERAL DA PARAIBA - CAMPUS MONTEIRO; IFPB - CAMPUS MONTEIRO,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
2509701,Monteiro,PB,MEC_SISTEC,,,,,,,,,IFPB,Instituto Federal da Paraíba - Campus Monteiro,20/05/2009 10:09:49,PB,Monteiro,exata
2510808,Patos,PB,CENSO_ESCOLAR,25281925,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA PARAIBA - CAMPUS PATOS; INSTITUTO FEDERAL DA PARAIBA - CAMPUS PATOS; IFPB - CAMPUS PATOS,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
2510808,Patos,PB,MEC_SISTEC,,,,,,,,,IFPB,Instituto Federal da Paraíba - Campus Patos,20/05/2009 10:07:58,PB,Patos,exata
2511400,Picuí,PB,CENSO_ESCOLAR,25283928,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA - IFPB CAMPUS PICUI; INSTITUTO FEDERAL DA PARAIBA - CAMPUS PICUI; IFPB - CAMPUS PICUI,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
2511400,Picuí,PB,MEC_SISTEC,,,,,,,,,IFPB,Instituto Federal da Paraíba - Campus Picuí,19/05/2009 16:10:22,PB,Picuí,exata
2512309,Princesa Isabel,PB,CENSO_ESCOLAR,25282930,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA - IFPB CAMPUS PRICESA ISABEL; INSTITUTO FEDERAL DA PARAIBA - CAMPUS PRINCESA ISABEL; IFPB - CAMPUS PRINCESA ISABEL,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
2512309,Princesa Isabel,PB,MEC_SISTEC,,,,,,,,,IFPB,Instituto Federal da Paraíba - Campus Princesa Isabel,19/05/2009 15:58:13,PB,Princesa Isabel,exata
2600104,Afogados da Ingazeira,PE,CENSO_ESCOLAR,26138328,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE PERNAMBUCO; IFPE - CAMPUS AFOGADOS DA INGAZEIRA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
2600104,Afogados da Ingazeira,PE,MEC_SISTEC,,,,,,,,,IFPE,Instituto Federal de Pernambuco - Campus Afogados da Ingazeira,27/08/2010 13:08:52,PE,Afogados da Ingazeira,exata
2604106,Caruaru,PE,CENSO_ESCOLAR,26144417,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE PERNAMBUCO - CAMPUS CARUARU; IFPE - CAMPUS CARUARU,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
2604106,Caruaru,PE,MEC_SISTEC,,,,,,,,,IFPE,Instituto Federal de Pernambuco - Campus Caruaru,27/08/2010 12:28:54,PE,Caruaru,exata
2606002,Garanhuns,PE,CENSO_ESCOLAR,26152886,INSTITUTO FEDERAL DE CIENCIA E TECNOLOGIA DE PERNAMBUCO - CAMPUS GARANHUNS; IFPE - CAMPUS GARANHUNS,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
2606002,Garanhuns,PE,MEC_SISTEC,,,,,,,,,IFPE,Instituto Federal de Pernambuco - Campus Garanhuns,27/08/2010 12:52:06,PE,Garanhuns,exata
2609907,Ouricuri,PE,CENSO_ESCOLAR,26548739,CAMPUS OURICURI IF - SERTAO PERNAMBUCANO; CAMPUS OURICURI - IF SERTAO PE; IF SERTAO-PE - CAMPUS OURICURI,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
2609907,Ouricuri,PE,MEC_SISTEC,,,,,,,,,IF SERTÃO-PE,Instituto Federal do Sertão Pernambucano - Campus Ouricuri,01/10/2010 17:09:24,PE,Ouricuri,exata
2612208,Salgueiro,PE,CENSO_ESCOLAR,26548747,CAMPUS SALGUEIRO - IF SERTAO -PE; IF SERTAO-PE - CAMPUS SALGUEIRO,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
2612208,Salgueiro,PE,MEC_SISTEC,,,,,,,,,IF SERTÃO-PE,Instituto Federal do Sertão Pernambucano - Campus Salgueiro,01/10/2010 17:13:54,PE,Salgueiro,exata
2612208,Salgueiro,PE,MEC_SISTEC,,,,,,,,,null,INSTITUTO FEDERAL SERTÃO PERNAMBUCANO CAMPUS OURICURIC,28/09/2010 11:55:41,PE,Salgueiro,exata
2612208,Salgueiro,PE,MEC_SISTEC,,,,,,,,,null,INSTITUTO FEDERAL SERTÃO PERNAMBUCANO CAMPUS SALGUEIROS,28/09/2010 12:03:45,PE,Salgueiro,exata
2200608,Angical do Piauí,PI,CENSO_ESCOLAR,22129421,CAMPUS ANGICAL DO INSTITUTO FEDERAL DO PIAUI; IFPI - CAMPUS ANGICAL DO PIAUI; IFPI - CAMPUS ANGICAL,2010.0,2019.0,2010,2019,2011,2019,,,,,,codigo_ibge
2200608,Angical do Piauí,PI,MEC_SISTEC,,,,,,,,,IFPI,Instituto Federal do Piauí - Campus Angical do Piauí,09/12/2009 17:28:40,PI,Angical do Piauí,exata
2202901,Corrente,PI,CENSO_ESCOLAR,22129430,CAMPUS CORRENTE DO INSTITUTO FEDERAL DO PIAUI; INSTITUTO FEDERAL DO PIAUI CAMPUS CORRENTE; IFPI - CAMPUS CORRENTE,2010.0,2019.0,2010,2019,2011,2019,,,,,,codigo_ibge
2202901,Corrente,PI,MEC_SISTEC,,,,,,,,,IFPI,Instituto Federal do Piauí - Campus Corrente,09/12/2009 17:51:37,PI,Corrente,exata
2207801,Paulistana,PI,CENSO_ESCOLAR,22130748,CAMPUS PAULISTANA DO INSTITUTO FEDERAL DO PIAUI; IFPI - CAMPUS PAULISTANA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
2207801,Paulistana,PI,MEC_SISTEC,,,,,,,,,IFPI,Instituto Federal do Piauí - Campus Paulistana,11/12/2009 11:30:59,PI,Paulistana,exata
2208403,Piripiri,PI,CENSO_ESCOLAR,22129391,CAMPUS PIRIPIRI DO INSTITUTO FEDERAL DO PIAUI; IFPI - CAMPUS PIRIPIRI,2010.0,2019.0,2010,2019,2011,2019,,,,,,codigo_ibge
2208403,Piripiri,PI,MEC_SISTEC,,,,,,,,,IFPI,Instituto Federal do Piauí - Campus Piripiri,09/12/2009 17:39:44,PI,Piripiri,exata
2210607,São Raimundo Nonato,PI,CENSO_ESCOLAR,22129570,CAMPUS SAO RAIMUNDO NONATO DO INSTITUTO FEDERAL DO PIAUI; IFPI - CAMPUS SAO RAIMUNDO NONATO,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
2210607,São Raimundo Nonato,PI,MEC_SISTEC,,,,,,,,,IFPI,Instituto Federal do Piauí - Campus São Raimundo Nonato,11/12/2009 11:25:53,PI,São Raimundo Nonato,exata
2211209,Uruçuí,PI,CENSO_ESCOLAR,22129413,CAMPUS URUCUI DO INSTITUTO FEDERAL DO PIAUI,2010.0,2012.0,2010,2010,,,,,,,,codigo_ibge
2211209,Uruçuí,PI,CENSO_ESCOLAR,22310827,INSTITUTO FEDERAL DO PIAUI - CAMPUS URUCUI; IFPI - CAMPUS URUCUI,2010.0,2019.0,2010,2019,2011,2019,,,,,,codigo_ibge
2211209,Uruçuí,PI,MEC_SISTEC,,,,,,,,,IFPI,Instituto Federal do Piauí - Campus Uruçuí,11/12/2009 11:20:10,PI,Uruçuí,exata
4108304,Foz do Iguaçu,PR,CENSO_ESCOLAR,41569954,INSTITUTO FEDERAL DO PARANA CAMPUS FOZ DO IGUACU; IFPR - CAMPUS FOZ DO IGUACU,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
4108304,Foz do Iguaçu,PR,MEC_SISTEC,,,,,,,,,IFPR,Instituto Federal do Paraná - Campus Foz do Iguaçu,23/04/2009 15:58:35,PR,Foz do Iguaçu,exata
4111803,Jacarezinho,PR,CENSO_ESCOLAR,41147260,INSTITUTO FEDERAL DO PARANA - CAMPUS JACAREZINHO; IFPR - CAMPUS JACAREZINHO,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
4111803,Jacarezinho,PR,MEC_SISTEC,,,,,,,,,IFPR,Instituto Federal do Paraná - Campus Jacarezinho,01/06/2010 16:40:35,PR,Jacarezinho,exata
4118204,Paranaguá,PR,CENSO_ESCOLAR,41570936,INSTITUTO FEDERAL DO PARANA CAMPUS PARANAGUA; IFPR - CAMPUS PARANAGUA,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
4118204,Paranaguá,PR,MEC_SISTEC,,,,,,,,,IFPR,Instituto Federal do Paraná - Campus Paranaguá,23/04/2009 15:52:46,PR,Paranaguá,exata
4118402,Paranavaí,PR,CENSO_ESCOLAR,41147502,INSTITUTO FEDERAL DO PARANA; INSTITUTO FEDERAL DO PARANA CAMPUS PARANAVAI; IFPR - CAMPUS PARANAVAI; INSTITUTO FEDERAL DO PARANA - CAMPUS PARANAVAI,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
