codigo_municipio_ibge,municipio,uf,tipo_candidato,co_entidade,nomes_historicos_censo,primeiro_ano_registro_censo,ultimo_ano_registro_censo,primeiro_ano_ativa_censo,ultimo_ano_ativa_censo,primeiro_ano_ept_ativa_censo,ultimo_ano_ept_ativa_censo,sigla_unidade_sistec,nome_unidade_sistec,dt_autorizacao_sistec,uf_unidade_sistec,municipio_unidade_sistec,correspondencia_municipio
4118402,Paranavaí,PR,MEC_SISTEC,,,,,,,,,IFPR,Instituto Federal do Paraná - Campus Paranavaí,09/06/2010 14:30:53,PR,Paranavaí,exata
4127106,Telêmaco Borba,PR,CENSO_ESCOLAR,41147383,INSTITUTO FEDERAL DO PARANA - CAMPUS TELEMACO BORBA; IFPR - CAMPUS TELEMACO BORBA,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
4127106,Telêmaco Borba,PR,MEC_SISTEC,,,,,,,,,IFPR,Instituto Federal do Paraná - Campus Telêmaco Borba,01/06/2010 16:50:12,PR,Telêmaco Borba,exata
4128104,Umuarama,PR,CENSO_ESCOLAR,41147251,INSTITUTO FEDERAL DE EDUCACAO CIENCIAS E TECNOLOGIA DO PARANA - IFPR; INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARANA - IFPR; INSTITUTO FEDERAL DO PARANA - CAMPUS UMUARAMA; IFPR - CAMPUS UMUARAMA,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
4128104,Umuarama,PR,MEC_SISTEC,,,,,,,,,IFPR,Instituto Federal do Paraná - Campus Umuarama,01/06/2010 16:27:15,PR,Umuarama,exata
3300100,Angra dos Reis,RJ,CENSO_ESCOLAR,33036667,COLÉGIO NAVAL; COLEGIO NAVAL,2007.0,2019.0,2007,2019,,,,,,,,codigo_ibge
3300100,Angra dos Reis,RJ,CENSO_ESCOLAR,33167230,UNIDADE DE ENSINO DESCENTRALIZADA DE ANGRA DOS REIS; CEFET-RJ - UNED ANGRA DOS REIS,2013.0,2019.0,2013,2019,2013,2019,,,,,,codigo_ibge
3300100,Angra dos Reis,RJ,MEC_SISTEC,,,,,,,,,CEFET-RJ,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca - Uned Angra dos Reis,08/06/2011 16:04:11,RJ,Angra dos Reis,exata
3300704,Cabo Frio,RJ,CENSO_ESCOLAR,33439745,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA FLUMINENSE CAMPUS CABO FRIO; INSTITUTO FEDERAL FLUMINENSE - CAMPUS CABO FRIO; IFF - CAMPUS CABO FRIO,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
3300704,Cabo Frio,RJ,CENSO_ESCOLAR,33159173,ESCOLA UNIVERSITARIA - UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,2011.0,2019.0,2011,2014,2011,2014,,,,,,codigo_ibge
3300704,Cabo Frio,RJ,MEC_SISTEC,,,,,,,,,IFF,Instituto Federal Fluminense - Campus Cabo Frio,17/04/2009 16:01:02,RJ,Cabo Frio,exata
3300704,Cabo Frio,RJ,MEC_SISTEC,,,,,,,,,null,INSTITUTO FEDERAL FLUMINENSE - CAMPUS CABO FRIO,07/06/2011 11:03:20,RJ,Cabo Frio,exata
3301702,Duque de Caxias,RJ,CENSO_ESCOLAR,33242216,UNIDADE ESCOLAR DESCENTRALIZADA DE DUQUE DE CAXIAS; COLEGIO PEDRO II - UNIDADE ESCOLAR DESCENTRALIZADA DUQUE DE CAXIAS; COLEGIO PEDRO II - CAMPUS DUQUE DE CAXIAS; CPII - CAMPUS DUQUE DE CAXIAS CP,2008.0,2019.0,2008,2019,2016,2019,,,,,,codigo_ibge
3301702,Duque de Caxias,RJ,CENSO_ESCOLAR,33439265,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS DUQUE DE CAXIAS; IFRJ - CAMPUS DUQUE DE CAXIAS,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
3301702,Duque de Caxias,RJ,MEC_SISTEC,,,,,,,,,CPII,Colégio Pedro II - Campus Duque de Caxias CP,15/07/2011 10:23:28,RJ,Duque de Caxias,exata
3301702,Duque de Caxias,RJ,MEC_SISTEC,,,,,,,,,null,INMETRO,16/05/2018 11:52:43,RJ,Duque de Caxias,exata
3301702,Duque de Caxias,RJ,MEC_SISTEC,,,,,,,,,IFRJ,Instituto Federal do Rio de Janeiro - Campus Duque de Caxias,27/03/2009 12:01:08,RJ,Duque de Caxias,exata
3302205,Itaperuna,RJ,CENSO_ESCOLAR,33439257,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA FLUMINENSE CAMPUS ITAPERUNA; INSTITUTO FEDERAL FLUMINENSE - CAMPUS ITAPERUNA; IFF - CAMPUS ITAPERUNA,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
3302205,Itaperuna,RJ,MEC_SISTEC,,,,,,,,,IFF,Instituto Federal Fluminense - Campus Itaperuna,17/04/2009 15:58:27,RJ,Itaperuna,exata
3303401,Nova Friburgo,RJ,CENSO_ESCOLAR,33476217,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA CELSO SUCKOW DA FONSECA UNIDADE DE NOVA FRIBURGO; CEFET-RJ - UNED NOVA FRIBURGO,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
3303401,Nova Friburgo,RJ,MEC_SISTEC,,,,,,,,,CEFET-RJ,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca - Uned Nova Friburgo,20/05/2009 10:06:36,RJ,Nova Friburgo,exata
3303906,Petrópolis,RJ,CENSO_ESCOLAR,33467285,CEFET-RJ UNIDADE DE ENSINO DESCENTRALIZADA DE PETROPOLIS; CEFET-RJ - UNED PETROPOLIS,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
3303906,Petrópolis,RJ,MEC_SISTEC,,,,,,,,,CEFET-RJ,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca - Uned Petrópolis,20/05/2009 10:04:21,RJ,Petrópolis,exata
3306305,Volta Redonda,RJ,CENSO_ESCOLAR,33444218,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS VOLTA REDONDA; IFRJ - CAMPUS VOLTA REDONDA,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
3306305,Volta Redonda,RJ,MEC_SISTEC,,,,,,,,,IFRJ,Instituto Federal do Rio de Janeiro - Campus Volta Redonda,15/05/2009 15:40:34,RJ,Volta Redonda,exata
2401008,Apodi,RN,CENSO_ESCOLAR,24327328,INST FEDERAL DE EDUC CIENCIA E TECNOLOGIA DO RN - IFRN - UNID APODI; INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RN - IFRN - CAMPUS APODI; IFRN - CAMPUS APODI,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
2401008,Apodi,RN,CENSO_ESCOLAR,24086487,ESCOLA AGRICOLA DE JUNDIAI - APODI,2015.0,2018.0,2015,2017,2015,2017,,,,,,codigo_ibge
2401008,Apodi,RN,MEC_SISTEC,,,,,,,,,IFRN,Instituto Federal do Rio Grande do Norte - Campus Apodi,10/09/2009 10:06:23,RN,Apodi,exata
2402006,Caicó,RN,CENSO_ESCOLAR,24329312,INST FEDERAL DE EDUC CIENCIA E TECNOLOGIA DO RN - IFRN - CAMPUS CAICO; INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RN - IFRN - CAMPUS CAICO; IFRN - CAMPUS CAICO,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
2402006,Caicó,RN,CENSO_ESCOLAR,24086509,ESCOLA AGRICOLA DE JUNDIAI - CAICO,2015.0,2018.0,2015,2017,2015,2017,,,,,,codigo_ibge
2402006,Caicó,RN,MEC_SISTEC,,,,,,,,,IFRN,Instituto Federal do Rio Grande do Norte - Campus Caicó,10/09/2009 19:12:07,RN,Caicó,exata
2405801,João Câmara,RN,CENSO_ESCOLAR,24329304,INST FEDERAL DE EDUC CIENCIA E TECNOLOGIA DO RN - IFRN - UNID JOAO CAMARA; INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RN - IFRN - CAMPUS JOAO CAMARA; IFRN - CAMPUS JOAO CAMARA,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
2405801,João Câmara,RN,CENSO_ESCOLAR,24086045,ESCOLA AGRICOLA DE JUNDIAI - JOAO CAMARA,2014.0,2018.0,2014,2017,2014,2017,,,,,,codigo_ibge
2405801,João Câmara,RN,MEC_SISTEC,,,,,,,,,IFRN,Instituto Federal do Rio Grande do Norte - Campus João Câmara,10/09/2009 19:22:14,RN,João Câmara,exata
2407203,Macau,RN,CENSO_ESCOLAR,24327310,INST FEDERAL DE EDUC CIENCIA E TECNOLOGIA DO RN - IFRN - UNID MACAU; INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RN - IFRN - CAMPUS MACAU; IFRN - CAMPUS MACAU,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
2407203,Macau,RN,MEC_SISTEC,,,,,,,,,IFRN,Instituto Federal do Rio Grande do Norte - Campus Macau,11/09/2009 12:26:01,RN,Macau,exata
2409407,Pau dos Ferros,RN,CENSO_ESCOLAR,24328308,INST FEDERAL DE EDUC CIENCIA E TECNOLOGIA DO RN - IFRN - UNID PAU DOS FERROS; INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RN - IFRN - CAMPUS PAU DOS FERROS; IFRN - CAMPUS PAU DOS FERROS,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
2409407,Pau dos Ferros,RN,CENSO_ESCOLAR,24086053,ESCOLA AGRICOLA DE JUNDIAI - PAU DOS FERROS,2014.0,2017.0,2014,2015,2014,2015,,,,,,codigo_ibge
2409407,Pau dos Ferros,RN,MEC_SISTEC,,,,,,,,,IFRN,Instituto Federal do Rio Grande do Norte - Campus Pau dos Ferros,11/09/2009 12:34:25,RN,Pau dos Ferros,exata
2411205,Santa Cruz,RN,CENSO_ESCOLAR,24327301,INST FEDERAL DE EDUC CIENCIA E TECNOLOGIA DO RN - IFRN - UNID SANTA CRUZ; INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RN - IFRN - CAMPUS SANTA CRUZ; IFRN - CAMPUS SANTA CRUZ,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
2411205,Santa Cruz,RN,CENSO_ESCOLAR,24086614,ESCOLA AGRICOLA DE JUNDIAI - SANTA CRUZ,2015.0,2018.0,2015,2017,2015,2017,,,,,,codigo_ibge
1100122,Ji-Paraná,RO,CENSO_ESCOLAR,11106808,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE RONDONIA CAMPUS JI-PARANA; IFRO - CAMPUS JI-PARANA,2009.0,2019.0,2009,2019,2009,2019,,,,,,codigo_ibge
1100122,Ji-Paraná,RO,MEC_SISTEC,,,,,,,,,IFRO,Instituto Federal de Rondônia - Campus Ji-Paraná,15/05/2009 10:21:21,RO,Ji-Paraná,exata
1100304,Vilhena,RO,CENSO_ESCOLAR,11107804,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE RONDONIA - CAMPUS VILHENA; IFRO - CAMPUS VILHENA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
1100304,Vilhena,RO,MEC_SISTEC,,,,,,,,,IFRO,Instituto Federal de Rondônia - Campus Vilhena,01/06/2010 16:57:46,RO,Vilhena,exata
1400027,Amajari,RR,CENSO_ESCOLAR,14006804,IFRR CAMPUS AMAJARI; INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE RORAIMA - CAMPUS AMAJARI; IFRR - CAMPUS AMAJARI,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
1400027,Amajari,RR,MEC_SISTEC,,,,,,,,,IFRR,Instituto Federal de Roraima - Campus Amajari,13/10/2010 15:07:29,RR,Amajari,exata
4301602,Bagé,RS,CENSO_ESCOLAR,43000207,IFSUL - CAMPUS BAGE,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
4301602,Bagé,RS,MEC_SISTEC,,,,,,,,,IFSUL,Instituto Federal Sul-rio-grandense - Campus Bagé,16/06/2010 14:38:29,RS,Bagé,exata
4303509,Camaquã,RS,CENSO_ESCOLAR,43391079,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA SUL-RIO-GRANDENSE CAMPUS CAMAQUA; IFSUL - CAMPUS CAMAQUA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
4303509,Camaquã,RS,MEC_SISTEC,,,,,,,,,IFSUL,Instituto Federal Sul-rio-grandense - Campus Camaquã,16/06/2010 14:47:16,RS,Camaquã,exata
4305108,Caxias do Sul,RS,CENSO_ESCOLAR,43000231,IFRS CAMPUS CAXIAS DO SUL; IFRS - CAMPUS CAXIAS DO SUL,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
4305108,Caxias do Sul,RS,MEC_SISTEC,,,,,,,,,IFRS,Instituto Federal do Rio Grande do Sul - Campus Caxias do Sul,09/06/2010 13:43:50,RS,Caxias do Sul,exata
4307005,Erechim,RS,CENSO_ESCOLAR,43361277,IFRS - CAMPUS ERECHIM,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
4307005,Erechim,RS,MEC_SISTEC,,,,,,,,,IFRS,Instituto Federal do Rio Grande do Sul - Campus Erechim,26/04/2010 15:53:28,RS,Erechim,exata
4313508,Osório,RS,CENSO_ESCOLAR,43000215,IFRS - CAMPUS OSORIO,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
4313508,Osório,RS,MEC_SISTEC,,,,,,,,,IFRS,Instituto Federal do Rio Grande do Sul - Campus Osório,16/08/2010 11:21:06,RS,Osório,exata
4313904,Panambi,RS,CENSO_ESCOLAR,43000428,INSTITUTO FEDERAL FARROUPILHA - CAMPUS PANAMBI; IF FARROUPILHA - CAMPUS PANAMBI,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
4313904,Panambi,RS,MEC_SISTEC,,,,,,,,,IF FARROUPILHA,Instituto Federal Farroupilha - Campus Panambi,19/08/2010 14:20:27,RS,Panambi,exata
4314902,Porto Alegre,RS,CENSO_ESCOLAR,43104932,COLEGIO DE APLICACAO UFRGS,2007.0,2019.0,2007,2019,,,,,,,,codigo_ibge
4314902,Porto Alegre,RS,CENSO_ESCOLAR,43105009,COLEGIO MILITAR DE PORTO ALEGRE,2007.0,2019.0,2007,2019,,,,,,,,codigo_ibge
4314902,Porto Alegre,RS,CENSO_ESCOLAR,43105726,ESCOLA TECNICA DA UFRGS; INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOCIA DO RS - CAMPUS PORTO ALEGRE; IFRS - CAMPUS PORTO ALEGRE,2007.0,2019.0,2007,2019,2007,2019,,,,,,codigo_ibge
4314902,Porto Alegre,RS,CENSO_ESCOLAR,43191118,CRECHE FRANCESCA ZACARO FARACO,2007.0,2019.0,2007,2019,,,,,,,,codigo_ibge
4314902,Porto Alegre,RS,CENSO_ESCOLAR,43001190,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO SUL - CAMPUS RESTINGA; IFRS - CAMPUS PORTO ALEGRE RESTINGA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
4314902,Porto Alegre,RS,MEC_SISTEC,,,,,,,,,null,CENTRO DE EDUCAÇÃO TECNOLÓGICA E PESQUISA EM SAÚDE- CETPS-ESCOLA GHC,26/12/2017 11:47:37,RS,Porto Alegre,exata
4314902,Porto Alegre,RS,MEC_SISTEC,,,,,,,,,null,ESCOLA TÉCNICA DE ENFERMAGEM - ETE HCPA,31/03/2010 15:01:34,RS,Porto Alegre,exata
4314902,Porto Alegre,RS,MEC_SISTEC,,,,,,,,,null,INSTITUTO FEDERAL DE EDUCAÇÃO- CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL - CAMPUS PORTO ALEGRE,11/05/2009 18:43:08,RS,Porto Alegre,exata
4314902,Porto Alegre,RS,MEC_SISTEC,,,,,,,,,IFRS,Instituto Federal do Rio Grande do Sul - Campus Porto Alegre,05/03/2009 16:36:59,RS,Porto Alegre,exata
4314902,Porto Alegre,RS,MEC_SISTEC,,,,,,,,,IFRS,Instituto Federal do Rio Grande do Sul - Campus Porto Alegre Restinga,09/06/2010 13:54:34,RS,Porto Alegre,exata
4314902,Porto Alegre,RS,MEC_SISTEC,,,,,,,,,null,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,13/04/2016 16:12:06,RS,Porto Alegre,exata
4317202,Santa Rosa,RS,CENSO_ESCOLAR,43352065,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA FARROUPILHA - CAMPUS SANTA ROSA; IF FARROUPILHA - CAMPUS SANTA ROSA,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
4317202,Santa Rosa,RS,MEC_SISTEC,,,,,,,,,null,ESCOLA ESTADUAL TÉCNICA FRONTEIRA NOROESTE,01/07/2009 15:27:39,RS,Santa Rosa,exata
4317202,Santa Rosa,RS,MEC_SISTEC,,,,,,,,,IF FARROUPILHA,Instituto Federal Farroupilha - Campus Santa Rosa,09/03/2010 08:55:14,RS,Santa Rosa,exata
4318002,São Borja,RS,CENSO_ESCOLAR,43362338,INSTITUTO FEDERAL FARROUPILHA - CAMPUS SAO BORJA; IF FARROUPILHA - CAMPUS SAO BORJA,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
4318002,São Borja,RS,MEC_SISTEC,,,,,,,,,IF FARROUPILHA,Instituto Federal Farroupilha - Campus São Borja,09/03/2010 09:29:49,RS,São Borja,exata
4322608,Venâncio Aires,RS,CENSO_ESCOLAR,43391060,INSTITUTO FEDERAL SUL-RIOGRANDENSE CAMPUS VENANCIO AIRES; IFSUL - CAMPUS VENANCIO AIRES,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
4322608,Venâncio Aires,RS,MEC_SISTEC,,,,,,,,,IFSUL,Instituto Federal Sul-rio-grandense - Campus Venâncio Aires,08/06/2011 08:50:49,RS,Venâncio Aires,exata
4203808,Canoinhas,SC,CENSO_ESCOLAR,42073545,INSTITUTO FEDERAL SANTA CATARINA - CANOINHAS; IFSC - CAMPUS CANOINHAS,2012.0,2019.0,2012,2019,2012,2019,,,,,,codigo_ibge
4203808,Canoinhas,SC,MEC_SISTEC,,,,,,,,,IFSC,Instituto Federal de Santa Catarina - Campus Canoinhas,04/11/2010 10:38:31,SC,Canoinhas,exata
4204608,Criciúma,SC,CENSO_ESCOLAR,42012872,IFSC CAMPUS CRICIUMA; IFSC - CAMPUS CRICIUMA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
4204608,Criciúma,SC,MEC_SISTEC,,,,,,,,,IFSC,Instituto Federal de Santa Catarina - Campus Criciúma,04/11/2010 11:08:29,SC,Criciúma,exata
4205902,Gaspar,SC,CENSO_ESCOLAR,42079950,INSTITUTO FEDERAL DE SANTA CATARINA - CAMPUS GASPAR; IFSC - CAMPUS GASPAR,2012.0,2019.0,2012,2019,2012,2019,,,,,,codigo_ibge
4205902,Gaspar,SC,MEC_SISTEC,,,,,,,,,IFSC,Instituto Federal de Santa Catarina - Campus Gaspar,04/11/2010 10:44:27,SC,Gaspar,exata
4208203,Itajaí,SC,CENSO_ESCOLAR,42073529,INSTITUTO FEDERAL DE SANTA CATARINA - CAMPUS ITAJAI; IFSC - CAMPUS ITAJAI,2012.0,2019.0,2012,2019,2012,2019,,,,,,codigo_ibge
4208203,Itajaí,SC,MEC_SISTEC,,,,,,,,,IFSC,Instituto Federal de Santa Catarina - Campus Itajaí,04/11/2010 10:30:20,SC,Itajaí,exata
4209300,Lages,SC,CENSO_ESCOLAR,42073510,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE SANTA CATARINA IF-SC - CAMPUS LAGES; IFSC - CAMPUS LAGES,2012.0,2019.0,2012,2019,2012,2019,,,,,,codigo_ibge
4209300,Lages,SC,MEC_SISTEC,,,,,,,,,IFSC,Instituto Federal de Santa Catarina - Campus Lages,04/11/2010 11:11:37,SC,Lages,exata
4217204,São Miguel do Oeste,SC,CENSO_ESCOLAR,42011256,IF - SC CAMPUS SAO MIGUEL DO OESTE; IF-SC CAMPUS - SMOESTE; IFSC - CAMPUS SAO MIGUEL DO OESTE,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
4217204,São Miguel do Oeste,SC,MEC_SISTEC,,,,,,,,,IFSC,Instituto Federal de Santa Catarina - Campus São Miguel do Oeste,04/11/2010 10:50:07,SC,São Miguel do Oeste,exata
4219309,Videira,SC,CENSO_ESCOLAR,42331307,IFC CAMPUS VIDEIRA; IFC - CAMPUS VIDEIRA,2010.0,2019.0,2010,2019,2010,2019,,,,,,codigo_ibge
4219309,Videira,SC,MEC_SISTEC,,,,,,,,,IFC,Instituto Federal Catarinense - Campus Videira,28/04/2010 15:17:46,SC,Videira,exata
2802106,Estância,SE,CENSO_ESCOLAR,28033930,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE SERGIPE - CAMPUS ESTANCIA; IFS - CAMPUS ESTANCIA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
2802106,Estância,SE,MEC_SISTEC,,,,,,,,,IFS,Instituto Federal de Sergipe - Campus Estância,16/03/2011 15:21:45,SE,Estância,exata
2802908,Itabaiana,SE,CENSO_ESCOLAR,28034228,INSTITUTO FEDERAL DE SERGIPE - CAMPUS ITABAIANA; IFS - CAMPUS ITABAIANA,2012.0,2019.0,2012,2019,2012,2019,,,,,,codigo_ibge
2802908,Itabaiana,SE,MEC_SISTEC,,,,,,,,,IFS,Instituto Federal de Sergipe - Campus Itabaiana,16/03/2011 15:11:00,SE,Itabaiana,exata
2804508,Nossa Senhora da Glória,SE,CENSO_ESCOLAR,28034112,INSTITUTO FEDERAL DE SERGIPE - CAMPUS NOSSA SENHORA DA GLORIA; IFS - CAMPUS NOSSA SENHORA DA GLORIA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
2804508,Nossa Senhora da Glória,SE,MEC_SISTEC,,,,,,,,,null,CENTRO FEDERAL DE EDUCAÇÃO TECNOLOGICA DE SERGIPE,16/03/2011 11:10:16,SE,Nossa Senhora da Glória,exata
2804508,Nossa Senhora da Glória,SE,MEC_SISTEC,,,,,,,,,IFS,Instituto Federal de Sergipe - Campus Nossa Senhora da Glória,18/03/2011 14:41:09,SE,Nossa Senhora da Glória,exata
3503208,Araraquara,SP,CENSO_ESCOLAR,35456494,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE SAO PAULO CAMPUS ARARAQUARA; INSTITUTO FEDERAL DE SAO PAULO CAMPUS - ARARAQUARA; IFSP - CAMPUS ARARAQUARA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
3503208,Araraquara,SP,MEC_SISTEC,,,,,,,,,IFSP,Instituto Federal de São Paulo - Campus Araraquara,13/08/2010 11:05:46,SP,Araraquara,exata
3504503,Avaré,SP,CENSO_ESCOLAR,35456412,INSTITUTO FEDERAL DE SAO PAULO CAMPUS AVARE; INSTITUTO FEDERAL DE SAO PAULO CAMPUS - AVARE; IFSP - CAMPUS AVARE,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
3504503,Avaré,SP,MEC_SISTEC,,,,,,,,,IFSP,Instituto Federal de São Paulo - Campus Avaré,31/05/2011 17:05:38,SP,Avaré,exata
3505500,Barretos,SP,CENSO_ESCOLAR,35456482,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE SAO PAULO - CAMPUS BARRETOS; INSTITUTO FEDERAL DE SAO PAULO CAMPUS - BARRETOS; IFSP - CAMPUS BARRETOS,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
3505500,Barretos,SP,MEC_SISTEC,,,,,,,,,IFSP,Instituto Federal de São Paulo - Campus Barretos,13/08/2010 10:59:21,SP,Barretos,exata
3506508,Birigui,SP,CENSO_ESCOLAR,35456457,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE SAO PAULO CAMPUS BIRIGUI; INSTITUTO FEDERAL DE SAO PAULO CAMPUS - BIRIGUI; IFSP - CAMPUS BIRIGUI,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
3506508,Birigui,SP,MEC_SISTEC,,,,,,,,,IFSP,Instituto Federal de São Paulo - Campus Birigui,13/08/2010 10:52:07,SP,Birigui,exata
3509502,Campinas,SP,CENSO_ESCOLAR,35924908,ESCOLA PREPARATORIA DE CADETES DO EXERCITO,2007.0,2019.0,2007,2011,,,,,,,,codigo_ibge
3509502,Campinas,SP,CENSO_ESCOLAR,35500012,IFSP - CAMPUS CAMPINAS,2016.0,2019.0,2016,2019,2016,2019,,,,,,codigo_ibge
3509502,Campinas,SP,CENSO_ESCOLAR,35011343,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE SAO PAULO - CAMPUS CAMPINAS,2018.0,2018.0,,,,,,,,,,codigo_ibge
3509502,Campinas,SP,CENSO_ESCOLAR,35584642,IFSP - CAMPUS CAMPINAS,2018.0,2018.0,,,,,,,,,,codigo_ibge
3509502,Campinas,SP,MEC_SISTEC,,,,,,,,,IFSP,INSTITUTO FEDERAL DE SÃO PAULO CAMPUS CAMPINAS,26/09/2013 18:36:26,SP,Campinas,exata
3511102,Catanduva,SP,CENSO_ESCOLAR,35456986,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE SAO PAULO CAMPUS CATANDUVA; INSTITUTO FEDERAL DE SAO PAULO CAMPUS - CATANDUVA; IFSP - CAMPUS CATANDUVA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
3511102,Catanduva,SP,MEC_SISTEC,,,,,,,,,IFSP,Instituto Federal de São Paulo - Campus Catanduva,13/08/2010 10:42:56,SP,Catanduva,exata
3522307,Itapetininga,SP,CENSO_ESCOLAR,35456433,INSTITUTO FEDERAL DE SAO PAULO CAMPUS - ITAPETININGA; IFSP - CAMPUS ITAPETININGA,2012.0,2019.0,2012,2019,2012,2019,,,,,,codigo_ibge
3522307,Itapetininga,SP,MEC_SISTEC,,,,,,,,,IFSP,Instituto Federal de São Paulo - Campus Itapetininga,12/08/2010 17:48:21,SP,Itapetininga,exata
3538709,Piracicaba,SP,CENSO_ESCOLAR,35456500,INSTITUTO FEDERAL DE SAO PAULO CAMPUS PIRACICABA; INSTITUTO FEDERAL DE SAO PAULO CAMPUS - PIRACICABA; IFSP - CAMPUS PIRACICABA,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
3538709,Piracicaba,SP,MEC_SISTEC,,,,,,,,,IFSP,Instituto Federal de São Paulo - Campus Piracicaba,13/08/2010 11:14:24,SP,Piracicaba,exata
3541307,Presidente Epitácio,SP,CENSO_ESCOLAR,35456445,INSTITUTO FEDERAL DE SAO PAULO CAMPUS PRESIDENTE EPITACIO; INSTITUTO FEDERAL DE SAO PAULO CAMPUS - PRESIDENTE EPITACIO; IFSP - CAMPUS PRESIDENTE EPITACIO,2011.0,2019.0,2011,2019,2011,2019,,,,,,codigo_ibge
